"","Price","Condo","Size","Rooms","Toilets","Suites","Parking","Elevator","Furnished","Swimming.Pool","New","Sale","District","Latitude","Longitude","Cluster_Silhouette"
"7673",250000,430,48,2,2,1,1,"0","0","0","0",TRUE,"Brasilândia/São Paulo",-23.471708,-46.687679,6
"12464",820000,890,97,3,2,1,2,"0","0","1","0",TRUE,"Água Rasa/São Paulo",-23.5614302,-46.5807803,2
"4393",1400,900,70,3,2,1,1,"0","0","1","0",FALSE,"Freguesia do Ó/São Paulo",-23.4926208,-46.692769,2
"6217",95000,110,47,2,2,1,1,"0","0","0","0",TRUE,"Cidade Tiradentes/São Paulo",-23.600123,-46.396429,6
"3971",1420,580,54,2,1,0,1,"0","1","0","0",FALSE,"Sacomã/São Paulo",-23.6072238,-46.5979891,4
"7173",3850000,0,200,2,4,2,3,"0","0","1","0",TRUE,"Itaim Bibi/São Paulo",-23.583169,-46.686281,7
"39",990,692,57,2,2,1,1,"0","0","0","0",FALSE,"Belém/São Paulo",-23.530025,-46.600427,6
"9291",1300,0,35,1,2,1,1,"0","0","0","0",FALSE,"Casa Verde/São Paulo",-23.507885,-46.657019,6
"11351",583000,700,70,3,2,1,1,"1","1","1","0",TRUE,"Vila Guilherme/São Paulo",-23.518269,-46.611925,5
"8136",395000,336,40,1,2,1,1,"0","1","0","0",TRUE,"Bela Vista/São Paulo",-23.5623445,-46.650406,6
"13511",187330,190,31,1,1,0,0,"0","0","0","0",TRUE,"Cidade Ademar/São Paulo",-23.6595428,-46.6659444,4
"5497",241000,0,33,1,2,1,1,"0","0","1","0",TRUE,"Bom Retiro/São Paulo",-23.524292,-46.645061,2
"11167",3700,1560,109,3,2,1,2,"0","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.5548848,-46.6892856,2
"6801",590000,1100,100,3,3,2,2,"1","1","1","0",TRUE,"Vila Matilde/São Paulo",-23.535553,-46.523539,5
"1005",1790,350,70,2,2,1,1,"0","0","0","0",FALSE,"Cursino/São Paulo",-23.600896,-46.620521,6
"12276",420000,650,70,2,1,0,1,"1","0","1","0",TRUE,"Mandaqui/São Paulo",-23.4856735,-46.6452155,1
"9054",629000,680,50,2,2,1,1,"0","0","1","0",TRUE,"Pinheiros/São Paulo",-23.5667283219,-46.6851018918,2
"8350",760000,500,70,2,1,0,0,"0","1","0","0",TRUE,"Consolação/São Paulo",-23.554719,-46.6566922,4
"3564",3000,0,130,3,4,3,3,"0","0","1","0",FALSE,"Ipiranga/São Paulo",-23.592382431,-46.6035842896,7
"1739",1200,368,45,2,2,1,1,"1","0","1","0",FALSE,"Cachoeirinha/São Paulo",-23.469547,-46.647876,5
"11821",144000,0,47,2,2,1,1,"1","0","0","0",TRUE,"Butantã/São Paulo",-23.58658,-46.800999,1
"12494",199000,250,47,2,1,0,1,"0","0","1","0",TRUE,"Aricanduva/São Paulo",-23.5380099,-46.5456219,2
"10457",1200,0,53,2,1,0,1,"1","0","0","0",FALSE,"São Miguel/São Paulo",-23.5044781,-46.4676988,1
"11706",5700000,4800,306,4,5,4,5,"1","0","1","0",TRUE,"Moema/São Paulo",-23.602396,-46.659992,7
"221",7200,1080,131,3,3,1,1,"0","0","0","0",FALSE,"Iguatemi/São Paulo",-23.584482,-46.682312,8
"11871",185900,230,44,2,2,1,1,"0","0","1","0",TRUE,"Perus/São Paulo",-23.409849,-46.736892,2
"10537",2509,474,35,1,2,1,1,"0","0","1","0",FALSE,"Campo Belo/São Paulo",-23.6243598,-46.667177,2
"9100",7500,1500,200,3,2,1,1,"1","0","0","0",FALSE,"Bela Vista/São Paulo",-23.560074,-46.657581,1
"11204",9000,1950,168,3,4,3,3,"0","1","0","0",FALSE,"Brooklin/São Paulo",-23.6245999,-46.6852824,3
"6644",190000,0,62,2,2,1,1,"0","0","0","0",TRUE,"São Rafael/São Paulo",-23.626154,-46.47081,6
"12021",800000,720,97,3,1,0,2,"0","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.5216453,-46.647649,4
"10570",1600,470,60,2,1,0,1,"0","0","0","0",FALSE,"Campo Grande/São Paulo",-23.6636512,-46.6891296,4
"1316",1400,500,48,2,2,1,1,"0","0","0","0",FALSE,"Sacomã/São Paulo",-23.595288,-46.618496,6
"12703",228000,338,53,2,2,1,1,"0","1","0","0",TRUE,"Cidade Líder/São Paulo",0,0,6
"3281",1600,700,90,2,1,0,1,"0","0","0","0",FALSE,"Vila Prudente/São Paulo",-23.5767746,-46.5798167,4
"4936",1195614,0,110,3,2,1,2,"0","0","1","0",TRUE,"Mooca/São Paulo",-23.556404,-46.606369,2
"9833",8700,1580,180,3,5,3,3,"1","0","1","0",FALSE,"Campo Belo/São Paulo",-23.625164,-46.676004,7
"4540",1600,659,42,1,1,0,1,"0","0","0","0",FALSE,"Lapa/São Paulo",-23.5247118,-46.7093093,4
"4499",2800,750,70,2,2,1,2,"1","0","0","0",FALSE,"Lapa/São Paulo",-23.5240118,-46.6916548,1
"464",850,0,40,2,2,1,1,"0","0","0","0",FALSE,"São Mateus/São Paulo",-23.602055,-46.478151,6
"4442",2100,700,78,3,2,1,2,"0","0","1","0",FALSE,"Jaguaré/São Paulo",-23.5521376,-46.7430944,2
"9324",1350,300,58,3,2,1,1,"0","0","0","0",FALSE,"Jaçanã/São Paulo",-23.483119,-46.566866,8
"252",1200,0,58,2,2,1,1,"0","0","0","0",FALSE,"Itaquera/São Paulo",-23.547261,-46.453256,6
"11780",360000,0,50,2,2,1,1,"1","0","0","0",TRUE,"Vila Mariana/São Paulo",-23.584427,-46.627765,1
"1661",1050,320,50,2,2,1,1,"1","0","0","0",FALSE,"Brasilândia/São Paulo",-23.462569,-46.7018,1
"9660",4193,1044,37,1,2,1,2,"0","0","0","0",FALSE,"Iguatemi/São Paulo",-23.58383,-46.683541,6
"13359",249500,400,48,1,2,1,1,"0","0","1","0",TRUE,"Cambuci/São Paulo",-23.5617874,-46.6285061,2
"7186",576000,640,88,3,2,1,2,"1","0","1","0",TRUE,"Jabaquara/São Paulo",-23.650517,-46.643486,1
"3413",4400,1000,70,2,2,1,2,"1","0","1","0",FALSE,"Campo Belo/São Paulo",-23.6247001,-46.6670888,5
"6873",470000,630,38,1,2,1,1,"1","1","1","0",TRUE,"Cambuci/São Paulo",-23.570996,-46.625059,5
"5631",650000,880,113,4,3,1,1,"0","1","0","0",TRUE,"República/São Paulo",-23.544271,-46.64472,8
"7773",480000,380,54,2,2,1,1,"1","0","1","0",TRUE,"Jaguaré/São Paulo",-23.555913,-46.747901,2
"5866",250000,430,50,1,2,1,1,"1","0","0","0",TRUE,"Tucuruvi/São Paulo",-23.478319,-46.607867,1
"2227",1600,498,47,1,1,0,1,"1","0","0","0",FALSE,"Bela Vista/São Paulo",-23.5612541,-46.6425795,1
"10768",1500,0,40,1,1,0,1,"0","0","0","0",FALSE,"Saúde/São Paulo",-23.6149581,-46.6229133,4
"237",6000,1100,43,1,2,1,1,"0","0","1","0",FALSE,"Iguatemi/São Paulo",-23.58383,-46.683541,2
"2237",1300,365,50,1,1,0,0,"1","1","0","0",FALSE,"Bela Vista/São Paulo",-23.5495646,-46.6414578,5
"12332",328900,0,53,2,2,1,1,"1","0","1","0",TRUE,"Tucuruvi/São Paulo",0,0,2
"1804",1300,559,40,2,2,1,1,"0","0","0","0",FALSE,"Jaguaré/São Paulo",-23.552935,-46.746595,6
"3586",6000,950,102,2,1,0,1,"1","0","0","0",FALSE,"Itaim Bibi/São Paulo",-23.5859551,-46.680066,1
"1688",2000,750,80,3,2,1,2,"1","0","1","0",FALSE,"Butantã/São Paulo",-23.5844,-46.7343,5
"6185",235000,100,46,2,2,1,1,"1","0","1","0",TRUE,"Cidade Líder/São Paulo",-23.556911,-46.486601,2
"9222",1800,500,65,2,2,1,1,"0","0","0","0",FALSE,"Pari/São Paulo",-23.527775,-46.602607,6
"6879",320000,425,61,2,2,1,1,"1","0","0","0",TRUE,"Cambuci/São Paulo",-23.564684,-46.626747,1
"4686",6500,1250,104,2,2,1,2,"0","0","1","0",FALSE,"Pinheiros/São Paulo",0,0,2
"12318",266000,489,51,2,1,0,1,"0","0","1","0",TRUE,"Tremembé/São Paulo",-23.420925,-46.5817346,2
"3800",3250,820,95,3,2,1,1,"0","1","0","0",FALSE,"Moema/São Paulo",-23.604856,-46.6573901,8
"7626",2000000,2294,163,4,3,2,3,"1","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.539216,-46.713773,7
"11642",630000,576,72,2,3,2,1,"1","0","1","1",TRUE,"Ipiranga/São Paulo",-23.599967,-46.611774,1
"7334",397000,581,69,2,2,1,2,"1","0","1","0",TRUE,"Morumbi/São Paulo",-23.626687,-46.743116,1
"3922",1500,909,102,2,2,1,2,"0","0","1","0",FALSE,"Morumbi/São Paulo",-23.6223091,-46.7357827,2
"2754",5000,2500,300,4,5,4,4,"1","0","1","0",FALSE,"Santana/São Paulo",-23.5002428,-46.6276118,7
"11239",340000,608,70,2,2,1,1,"1","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.531499,-46.636314,1
"1333",1000,456,40,1,2,1,1,"0","0","0","0",FALSE,"Sacomã/São Paulo",-23.616464,-46.59669,6
"6059",322000,330,55,2,2,1,1,"1","0","1","0",TRUE,"Belém/São Paulo",-23.536404,-46.594926,2
"7887",528500,230,60,2,2,1,1,"0","1","0","0",TRUE,"Perdizes/São Paulo",-23.537426,-46.684026,6
"11874",1138800,0,74,2,2,1,1,"1","0","1","0",TRUE,"Pinheiros/São Paulo",-23.561793,-46.675166,2
"7927",1007100,0,65,2,2,1,1,"1","0","1","0",TRUE,"Pinheiros/São Paulo",-23.561793,-46.675166,2
"12578",235000,300,38,1,1,0,1,"0","0","1","0",TRUE,"Belém/São Paulo",0,0,2
"10077",9200,0,270,4,6,4,4,"0","0","1","0",FALSE,"Alto de Pinheiros/São Paulo",-23.553059,-46.698323,7
"4095",1400,640,74,3,1,0,1,"0","0","0","0",FALSE,"Socorro/São Paulo",-23.6907176,-46.6997658,4
"798",6500,1616,147,3,4,3,3,"1","1","1","0",FALSE,"Campo Belo/São Paulo",-23.621493,-46.680764,5
"1895",1800,388,58,2,2,1,1,"1","0","0","0",FALSE,"Limão/São Paulo",-23.50244,-46.672683,1
"12768",318000,0,67,2,1,0,1,"1","0","1","0",TRUE,"Ermelino Matarazzo/São Paulo",-23.5010245,-46.4745325,2
"12380",372775,350,63,3,2,1,1,"0","0","1","0",TRUE,"Vila Maria/São Paulo",-23.5180565,-46.5838738,2
"7879",951600,0,118,3,3,0,2,"1","0","1","1",TRUE,"Perdizes/São Paulo",-23.544472,-46.676697,2
"9237",1700,629,48,1,2,1,1,"0","1","0","0",FALSE,"República/São Paulo",-23.549695,-46.64376,6
"5484",349000,300,36,1,2,1,1,"1","0","1","0",TRUE,"Bela Vista/São Paulo",-23.55491,-46.650245,2
"4922",1100000,0,93,2,1,2,1,"1","0","1","0",TRUE,"Vila Madalena/São Paulo",-23.546658,-46.692002,2
"8047",430000,550,65,2,2,1,1,"1","0","0","0",TRUE,"São Domingos/São Paulo",-23.48822,-46.738231,1
"5114",2350000,1625,178,2,3,2,3,"1","0","1","0",TRUE,"Brooklin/São Paulo",0,0,7
"12312",650000,628,82,3,2,1,1,"1","0","0","0",TRUE,"Tremembé/São Paulo",-23.460196,-46.6244757,1
"7117",225000,0,54,2,2,1,1,"0","0","0","0",TRUE,"Grajaú/São Paulo",-23.753388,-46.685052,6
"8860",1500000,0,142,4,3,2,3,"0","0","1","0",TRUE,"Moema/São Paulo",-23.6112152,-46.6574559,7
"8074",700000,685,79,2,2,1,2,"1","0","1","0",TRUE,"Vila Leopoldina/São Paulo",-23.525999,-46.739727,1
"13380",1250000,2150,165,4,4,3,3,"0","0","1","0",TRUE,"Campo Belo/São Paulo",-23.6278505,-46.6704275,7
"9573",2000,775,70,3,2,1,2,"1","0","1","0",FALSE,"Aricanduva/São Paulo",-23.537761,-46.545056,5
"639",1000,240,42,2,2,1,1,"0","0","0","0",FALSE,"Vila Jacuí/São Paulo",-23.510487,-46.447684,6
"576",1250,550,62,2,2,1,1,"0","0","0","0",FALSE,"Vila Curuçá/São Paulo",-23.547847,-46.630507,6
"12016",450000,550,61,3,2,1,1,"0","1","1","0",TRUE,"Bom Retiro/São Paulo",-23.5216531,-46.6419693,2
"12163",898000,1136,110,2,2,1,1,"1","0","0","0",TRUE,"Santa Cecília/São Paulo",-23.534627,-46.657863,1
"12221",349000,800,74,3,2,1,1,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.510316,-46.6603704,2
"974",4500,0,180,3,5,3,2,"1","0","1","0",FALSE,"Cidade Dutra/São Paulo",-23.714221,-46.704675,7
"422",1400,330,56,2,2,1,1,"0","0","0","0",FALSE,"Sapopemba/São Paulo",-23.585748,-46.533696,6
"7047",600000,1210,180,3,1,3,2,"1","0","1","0",TRUE,"Cidade Dutra/São Paulo",-23.714197,-46.702117,7
"5186",1900,980,138,3,2,1,1,"0","0","0","0",FALSE,"Mooca/São Paulo",-23.555616,-46.598319,8
"1974",3700,911,88,1,2,1,2,"0","0","1","0",FALSE,"Pinheiros/São Paulo",-23.554614,-46.674378,2
"9515",4500,1625,190,3,4,3,3,"0","0","1","0",FALSE,"Medeiros/São Paulo",-23.599178,-46.728962,7
"7973",280000,660,55,2,2,1,1,"1","0","0","0",TRUE,"Pirituba/São Paulo",-23.50241,-46.716457,1
"2873",1100,0,40,1,1,0,0,"0","0","0","0",FALSE,"Vila Maria/São Paulo",-23.5096768,-46.5749522,4
"8644",177200,0,42,2,1,0,0,"0","0","1","0",TRUE,"Casa Verde/São Paulo",0,0,2
"8895",3200000,3081,255,4,5,4,4,"1","0","1","0",TRUE,"Moema/São Paulo",-23.6080159,-46.6570819,7
"12035",215000,405,45,1,1,0,0,"1","0","0","0",TRUE,"Brás/São Paulo",0,0,1
"5998",430000,392,65,2,2,1,1,"0","0","1","0",TRUE,"Aricanduva/São Paulo",-23.535333,-46.54069,2
"641",1000,300,47,2,2,1,1,"0","1","0","0",FALSE,"Vila Jacuí/São Paulo",-23.510487,-46.447684,6
"3543",1100,0,50,1,1,0,1,"0","0","0","0",FALSE,"Ipiranga/São Paulo",-23.5888801,-46.6004889,4
"4777",800,380,65,2,1,0,1,"0","0","0","0",FALSE,"Pirituba/São Paulo",-23.4728502,-46.7191573,4
"11238",390000,0,129,3,3,1,1,"1","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.52709,-46.640978,1
"11086",1280000,1000,136,3,2,1,3,"0","0","1","0",TRUE,"Brooklin/São Paulo",-23.6183859,-46.6847764,2
"7703",746000,0,67,2,2,1,1,"1","0","0","0",TRUE,"Butantã/São Paulo",-23.573691,-46.710177,1
"207",8000,1400,132,3,2,1,1,"0","0","0","0",FALSE,"Iguatemi/São Paulo",-23.585672,-46.681216,8
"13312",370000,600,75,3,1,0,1,"0","0","0","0",TRUE,"Vila Prudente/São Paulo",0,0,4
"13171",201000,260,51,2,1,0,1,"0","0","0","0",TRUE,"Vila Curuçá/São Paulo",-23.5176403,-46.4289272,4
"4915",1500000,1650,156,4,5,3,3,"0","0","0","0",TRUE,"Vila Madalena/São Paulo",-23.552596,-46.691106,3
"12668",1150000,890,125,3,4,3,2,"0","1","1","0",TRUE,"Carrão/São Paulo",-23.5510112,-46.5433765,7
"3913",4000,2000,198,3,4,3,2,"0","0","0","0",FALSE,"Morumbi/São Paulo",-23.6246125,-46.731483,3
"8020",799000,800,122,2,4,2,2,"1","0","1","0",TRUE,"Rio Pequeno/São Paulo",-23.579911,-46.770119,7
"8298",169000,150,39,2,1,0,0,"1","0","0","1",TRUE,"Brás/São Paulo",-23.6089247,-46.5630944,1
"8761",1970000,2100,162,4,2,1,2,"1","0","0","0",TRUE,"Itaim Bibi/São Paulo",-23.58007,-46.67164,1
"13120",270000,0,48,2,1,0,1,"0","0","0","0",TRUE,"São Mateus/São Paulo",-23.6131497,-46.4800234,4
"11386",329000,425,49,2,2,1,1,"0","0","0","0",TRUE,"Aricanduva/São Paulo",-23.536608,-46.546441,6
"9428",2000,680,85,3,2,1,1,"1","0","1","0",FALSE,"Tremembé/São Paulo",-23.460196,-46.624475,5
"8332",770000,1250,103,2,3,1,1,"0","0","0","0",TRUE,"Consolação/São Paulo",-23.5543762397,-46.6589879048,6
"7215",215000,350,43,2,2,1,1,"1","0","0","0",TRUE,"Jardim Ângela/São Paulo",-23.613199,-46.52323,1
"1051",2300,691,68,2,2,1,2,"0","0","0","0",FALSE,"Ipiranga/São Paulo",-23.598074,-46.601547,6
"5270",4000,1939,150,3,4,1,2,"1","0","1","0",FALSE,"Brooklin/São Paulo",-23.607114,-46.6881,7
"10025",2740,600,80,2,3,2,2,"1","0","1","0",FALSE,"Vila Andrade/São Paulo",-23.631415,-46.739864,5
"5738",290000,420,78,2,2,1,2,"0","0","0","0",TRUE,"Jaçanã/São Paulo",-23.459724,-46.584522,6
"5897",360000,0,65,3,2,1,1,"1","1","1","0",TRUE,"Vila Guilherme/São Paulo",-23.519546,-46.602177,5
"8253",325000,450,55,2,1,0,1,"0","0","1","0",TRUE,"Bom Retiro/São Paulo",-23.5216375,-46.6417099,2
"3525",2500,1500,206,3,3,2,1,"0","0","0","0",FALSE,"Ipiranga/São Paulo",-23.5818865,-46.6067777,8
"10697",5000,1000,150,2,3,2,2,"0","0","0","0",FALSE,"Morumbi/São Paulo",-23.6272534,-46.7399564,6
"8261",350000,0,48,2,1,0,1,"1","0","1","0",TRUE,"Bom Retiro/São Paulo",-23.5272343,-46.6321633,2
"9147",1700,415,64,3,2,1,1,"1","1","0","0",FALSE,"Brás/São Paulo",-23.536768,-46.593884,5
"7654",1900000,2000,266,4,1,2,4,"0","0","1","0",TRUE,"Anhanguera/São Paulo",-23.671364,-46.698671,7
"10076",4500,3300,171,3,3,1,3,"1","0","1","0",FALSE,"Alto de Pinheiros/São Paulo",-23.552469,-46.719046,7
"72",1600,0,48,2,2,1,1,"0","0","0","0",FALSE,"Cangaíba/São Paulo",-23.503393,-46.523542,6
"6037",160000,0,43,2,2,1,1,"0","0","0","0",TRUE,"Artur Alvim/São Paulo",-23.552443,-46.483483,6
"13306",550000,450,88,3,2,1,2,"0","0","1","0",TRUE,"Vila Prudente/São Paulo",-23.5937573,-46.5786221,2
"12808",180000,270,67,2,1,0,1,"0","0","0","0",TRUE,"Guaianazes/São Paulo",0,0,4
"7013",279000,835,65,2,2,1,1,"1","0","1","0",TRUE,"Cidade Ademar/São Paulo",-23.662586,-46.664621,1
"13544",440000,615,68,2,2,1,1,"1","0","1","0",TRUE,"Cursino/São Paulo",0,0,1
"3587",20000,4690,540,4,3,2,4,"1","1","1","0",FALSE,"Itaim Bibi/São Paulo",-23.5851551,-46.6866078,5
"5346",1750,570,60,3,1,0,1,"0","0","0","0",FALSE,"Mooca/São Paulo",-23.5528651,-46.6007704,4
"11424",740000,780,90,3,2,1,3,"1","0","1","0",TRUE,"Carrão/São Paulo",-23.550353,-46.541792,1
"6344",169000,200,39,2,2,1,1,"1","0","0","0",TRUE,"Itaquera/São Paulo",-23.544306,-46.445509,1
"7950",1044100,0,73,2,2,1,1,"0","0","0","0",TRUE,"Pinheiros/São Paulo",-23.566698,-46.685398,6
"11783",620000,778,52,2,2,1,1,"1","0","1","0",TRUE,"Vila Mariana/São Paulo",-23.580277,-46.630137,2
"13053",280000,400,66,3,1,0,1,"0","0","1","0",TRUE,"São Lucas/São Paulo",-23.6061994,-46.5220318,2
"8130",1390000,1621,190,4,4,1,1,"1","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5645076,-46.6492665,1
"7780",353000,0,62,2,2,1,1,"1","0","1","0",TRUE,"Jaguaré/São Paulo",-23.549332,-46.734927,2
"1061",5000,824,140,3,4,3,2,"0","0","0","0",FALSE,"Ipiranga/São Paulo",-23.593298,-46.607357,3
"4950",927000,820,140,3,2,1,3,"1","0","1","0",TRUE,"Mooca/São Paulo",-23.556407,-46.606371,1
"2295",800,480,40,2,1,0,1,"1","0","0","0",FALSE,"Brás/São Paulo",0,0,1
"2742",2500,1130,96,3,2,1,2,"0","1","1","0",FALSE,"Santana/São Paulo",-23.4911866,-46.62998,5
"4202",2000,400,65,2,2,1,1,"0","0","0","0",FALSE,"Vila Sônia/São Paulo",-23.5986484,-46.7416287,6
"313",800,150,48,2,2,1,1,"0","0","0","0",FALSE,"José Bonifácio/São Paulo",-23.535978,-46.440974,6
"7397",152000,150,32,2,2,1,1,"1","0","0","1",TRUE,"Sacomã/São Paulo",-23.634324,-46.594023,1
"3727",3900,730,120,3,2,0,2,"1","0","0","0",FALSE,"Jardim Paulista/São Paulo",-23.5608115,-46.6513234,1
"11744",583000,680,61,2,2,1,2,"1","0","1","0",TRUE,"Saúde/São Paulo",-23.626499,-46.63357,2
"1775",1200,500,56,2,2,1,1,"0","0","0","0",FALSE,"Freguesia do Ó/São Paulo",-23.498256,-46.698115,6
"7368",250000,410,65,2,2,1,1,"1","0","0","0",TRUE,"Pedreira/São Paulo",-23.693705,-46.669103,1
"6659",220000,215,50,2,2,1,1,"0","1","0","0",TRUE,"São Rafael/São Paulo",-23.631982,-46.474931,6
"12543",180000,150,49,2,1,0,1,"0","0","0","0",TRUE,"Artur Alvim/São Paulo",0,0,4
"9686",900,380,48,2,2,1,1,"0","0","0","0",FALSE,"Itaquera/São Paulo",-23.557205,-46.45783,6
"2684",1200,500,80,2,1,0,1,"0","0","0","0",FALSE,"Mandaqui/São Paulo",-23.4824487,-46.6231022,4
"5694",300000,400,51,2,2,1,1,"1","0","1","0",TRUE,"Sé/São Paulo",-23.59754,-46.575188,2
"10692",2000,2350,220,3,4,3,3,"0","0","1","0",FALSE,"Morumbi/São Paulo",-23.6131741,-46.7313267,7
"8569",280000,0,34,1,1,0,1,"0","0","0","0",TRUE,"Sé/São Paulo",-23.5538993,-46.6309558,4
"8928",3800000,0,280,4,4,3,4,"1","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.5507825,-46.6984545,7
"10164",1600,900,43,2,2,1,1,"0","0","1","0",FALSE,"Perdizes/São Paulo",-23.534267,-46.664484,2
"8577",270000,306,75,1,1,0,0,"0","0","0","0",TRUE,"Sé/São Paulo",-23.55529,-46.6314061,4
"10434",2300,650,82,3,2,1,2,"0","0","1","0",FALSE,"Carrão/São Paulo",-23.5551723,-46.5409563,2
"4315",1200,669,56,2,1,0,1,"0","0","0","0",FALSE,"Butantã/São Paulo",-23.5658143,-46.7473709,4
"1318",1860,683,76,3,2,1,2,"0","0","0","0",FALSE,"Sacomã/São Paulo",-23.613424,-46.598163,8
"10744",6000,1500,186,4,3,2,2,"0","0","1","0",FALSE,"Santo Amaro/São Paulo",-23.6569239,-46.6919047,7
"4757",3000,1600,107,2,3,2,2,"0","0","1","0",FALSE,"Pirituba/São Paulo",-23.4997489,-46.7531061,7
"11422",240000,0,52,2,2,1,1,"1","0","0","0",TRUE,"Cangaíba/São Paulo",-23.513096,-46.526718,1
"6127",270000,0,62,2,2,1,1,"1","0","0","0",TRUE,"Cangaíba/São Paulo",-23.508423,-46.530246,1
"11451",66000,110,45,2,2,1,1,"0","0","0","0",TRUE,"Cidade Tiradentes/São Paulo",-23.595,-46.408663,6
"11884",899000,700,71,2,2,1,1,"1","0","1","0",TRUE,"Pinheiros/São Paulo",-23.548677,-46.68787,1
"8142",322000,400,38,1,2,1,0,"0","0","1","0",TRUE,"Bela Vista/São Paulo",-23.5053909,-46.6227832,2
"1016",1450,450,62,3,2,1,1,"0","0","0","0",FALSE,"Cursino/São Paulo",-23.653504,-46.603637,8
"2701",1200,500,80,2,1,0,1,"1","0","0","0",FALSE,"Mandaqui/São Paulo",-23.4834686,-46.6237653,1
"5710",389000,440,53,2,2,1,2,"1","0","1","0",TRUE,"Casa Verde/São Paulo",-23.510311,-46.656567,2
"4191",2000,1000,85,3,2,1,2,"0","0","1","0",FALSE,"Vila Sônia/São Paulo",0,0,2
"9499",790,294,42,1,2,1,1,"0","0","0","0",FALSE,"Vila Maria/São Paulo",-23.51134,-46.592636,6
"1593",1700,420,71,3,2,1,1,"0","0","0","0",FALSE,"Alto de Pinheiros/São Paulo",-23.542521,-46.715774,8
"9270",1400,500,43,1,2,1,1,"1","0","0","0",FALSE,"Santa Cecília/São Paulo",-23.538466,-46.652074,1
"11558",890000,1300,92,3,2,1,2,"1","0","1","0",TRUE,"Vila Formosa/São Paulo",-23.560741,-46.553746,1
"8372",849000,1200,95,1,2,1,2,"0","1","1","0",TRUE,"Consolação/São Paulo",-23.5496953,-46.64376,2
"6525",310000,0,56,2,2,1,1,"0","0","0","0",TRUE,"Sapopemba/São Paulo",-23.58575,-46.533612,6
"6292",850000,0,108,3,2,1,1,"0","0","0","0",TRUE,"Iguatemi/São Paulo",-23.584482,-46.682312,8
"5878",375000,450,67,3,2,1,1,"0","1","0","0",TRUE,"Vila Guilherme/São Paulo",-23.509642,-46.601919,8
"2154",2950,620,58,2,1,0,1,"1","0","1","0",FALSE,"Barra Funda/São Paulo",-23.5289137,-46.6645204,5
"815",2400,600,35,1,2,1,1,"1","1","1","0",FALSE,"Campo Belo/São Paulo",-23.62131,-46.670825,5
"9621",950,150,48,2,2,1,1,"0","0","0","0",FALSE,"Artur Alvim/São Paulo",-23.544583,-46.486817,6
"1548",2400,680,84,3,2,1,2,"1","0","1","0",FALSE,"Vila Sônia/São Paulo",-23.598599,-46.741489,5
"9070",1982000,1800,160,4,4,3,2,"1","0","0","1",TRUE,"Pinheiros/São Paulo",-23.5508552,-46.6800049,1
"8595",230000,300,60,1,1,0,0,"0","0","0","0",TRUE,"Sé/São Paulo",-23.5537405,-46.6302274,4
"485",1200,396,66,2,2,1,1,"0","0","0","0",FALSE,"São Mateus/São Paulo",-23.588465,-46.488335,6
"12819",190000,150,50,2,1,0,1,"0","0","1","0",TRUE,"Guaianazes/São Paulo",-23.5194852,-46.4020625,2
"12502",215000,350,50,2,1,0,1,"1","0","0","0",TRUE,"Aricanduva/São Paulo",-23.5738098,-46.5021908,1
"6872",316387,0,49,2,2,1,1,"1","0","1","0",TRUE,"Cambuci/São Paulo",-23.559412,-46.619827,2
"6968",245000,325,54,2,2,1,1,"0","0","0","0",TRUE,"Campo Limpo/São Paulo",-23.65431,-46.76851,6
"1921",1500,390,49,2,2,1,1,"1","0","1","0",FALSE,"Limão/São Paulo",-23.503062,-46.683614,5
"7023",320000,380,65,3,2,1,1,"1","0","1","0",TRUE,"Cidade Ademar/São Paulo",-23.668748,-46.673438,2
"6682",780000,800,92,3,3,1,2,"0","1","1","0",TRUE,"Tatuapé/São Paulo",-23.546349,-46.569453,2
"206",4500,1080,107,3,2,1,1,"1","0","0","0",FALSE,"Iguatemi/São Paulo",-23.585672,-46.681216,1
"4210",1600,597,66,3,1,0,1,"0","0","0","0",FALSE,"Vila Sônia/São Paulo",-23.5945672,-46.7277993,4
"2401",3300,373,35,1,1,0,1,"0","0","1","0",FALSE,"Consolação/São Paulo",0,0,2
"12143",485000,450,45,1,1,0,1,"0","0","1","0",TRUE,"República/São Paulo",-23.5407898,-46.6430678,2
"11666",990000,0,115,3,2,1,1,"0","0","0","0",TRUE,"Itaim Bibi/São Paulo",-23.579576,-46.674164,8
"13368",380657,280,59,2,2,1,1,"0","0","1","0",TRUE,"Cambuci/São Paulo",0,0,2
"2283",880,400,50,1,1,0,0,"0","0","0","0",FALSE,"Brás/São Paulo",-23.5464183,-46.6115859,4
"10580",1500,853,70,3,1,0,1,"0","0","1","0",FALSE,"Campo Grande/São Paulo",-23.6596547,-46.6917602,2
"9700",1600,300,50,2,2,1,1,"0","1","1","0",FALSE,"Penha/São Paulo",-23.517711,-46.531392,5
